-BEGIN HEADER-,,,,,,,,,,,,,,,,
2021,1,10,21,0,0,0,0,0,0,0,19.03,92.25,3.02,81.07,6.08,80.97
2021,1,10,22,0,0,0,0,0,0,0,18.37,92.21,2.6,78.55,5.48,78.56
2021,1,10,23,0,0,0,0,0,0,0,18.55,92.16,2.72,78.24,5.05,78.31
2021,1,11,0,0,0,0,0,0,0,0,18.51,92.1,2.74,82.63,4.74,82.62
2021,1,11,1,0,0,0,0,0,0,0,18.16,92.05,2.43,85.94,4.55,85.87
2021,1,11,2,0,0,0,0,0,0,0,17.67,92.01,2.19,86.12,4.52,85.94
2021,1,11,3,0,0,0,0,0,0,0,17.48,92.01,2.25,84.21,4.61,84.26
2021,1,11,4,0,0,0,0,0,0,0,17.56,92.05,2.43,86.31,4.67,86.35
2021,1,11,5,0,0,0,0,0,0,0,17.51,92.12,2.47,88.37,4.87,88.35
2021,1,11,6,18.33,21.1,15.68,50.7,0.78,0,0.02,17.82,92.19,3.13,91.29,4.92,91.09
2021,1,11,7,126.45,193.55,110.2,61.16,7.42,0.08,0.38,19.17,92.27,3.87,93.01,4.59,92.93
2021,1,11,8,267.79,412.7,225.81,89.67,16.22,0.34,1.67,21.13,92.33,4.18,93.64,4.87,93.86
2021,1,11,9,343.66,606.4,273.21,111.31,21.98,0.62,3.3,22.95,92.32,4.5,93.09,5.25,93.84
2021,1,11,10,436.97,747.75,334.27,137.21,28.2,0.91,5.12,24.26,92.27,4.81,92.33,5.59,93.29
2021,1,11,11,471.87,817.95,348.91,152.3,30.35,1.05,5.62,25.25,92.19,5.02,89.11,5.8,89.92
2021,1,11,12,396.41,805.42,297.2,123.22,25.8,0.89,4.75,25.77,92.1,5.09,83.83,5.86,84.57
2021,1,11,13,375.98,723.48,286.02,121.17,23.73,0.77,4.27,25.84,92.02,5.11,78.45,5.92,79.05
2021,1,11,14,324.23,577.58,257.89,106.46,19.68,0.54,2.88,25.55,91.99,5.01,73.43,5.92,74.05
2021,1,11,15,190.74,383.3,160.02,67.45,11.64,0.23,1.17,24.82,92.01,4.8,68.82,5.86,69.46
2021,1,11,16,87.41,168.95,72.94,57.66,5.02,0.05,0.25,23.35,92.06,3.71,64.46,5.63,64.43
2021,1,11,17,15.79,15.88,13.85,45.83,0.66,0,0.02,20.87,92.13,2.72,60.79,5.9,60.69
2021,1,11,18,0,0,0,0,0,0,0,19.83,92.22,2.91,61.23,6.34,61.29
2021,1,11,19,0,0,0,0,0,0,0,19.24,92.31,3.05,63.83,6.44,63.78
2021,1,11,20,0,0,0,0,0,0,0,18.64,92.36,3.06,65.53,6.24,65.59
2021,1,11,21,0,0,0,0,0,0,0,18.01,92.37,2.9,67.31,5.9,67.41
2021,1,11,22,0,0,0,0,0,0,0,17.87,92.35,2.93,69.25,5.55,69.58
2021,1,11,23,0,0,0,0,0,0,0,17.76,92.3,2.77,71.41,5.11,71.84
2021,1,12,0,0,0,0,0,0,0,0,17.46,92.24,2.4,72.75,4.71,73.01
2021,1,12,1,0,0,0,0,0,0,0,16.82,92.17,2.11,72.51,4.46,72.48
2021,1,12,2,0,0,0,0,0,0,0,16.37,92.11,2.07,69.24,4.4,68.9
2021,1,12,3,0,0,0,0,0,0,0,16.05,92.09,2.12,62.59,4.5,62.19
2021,1,12,4,0,0,0,0,0,0,0,15.8,92.08,2.27,57.08,4.76,56.65
2021,1,12,5,0,0,0,0,0,0,0,15.63,92.13,2.48,54.86,5.07,54.79
2021,1,12,6,22.38,22.95,19.8,49.8,1,0.01,0.02,16.14,92.21,3.39,57.41,5.26,57.49
2021,1,12,7,129.88,209.7,107.62,83.89,7.12,0.07,0.33,17.78,92.31,4.73,62.8,5.78,62.98
2021,1,12,8,290.95,438.77,239.13,110.67,17,0.33,1.62,19.8,92.38,5.53,67.31,6.66,67.74
2021,1,12,9,407.52,637.75,315.37,145.51,24.94,0.66,3.5,21.93,92.39,6.13,69.62,7.35,70.26
2021,1,12,10,481.95,780.65,366.25,154.38,30.26,0.95,5.23,23.75,92.34,6.58,71.24,7.9,71.8
2021,1,12,11,472.61,855.5,344.15,158.84,30.8,1.05,5.55,25,92.25,6.89,71.75,8.3,72.2
2021,1,12,12,464.88,845.35,348.96,143.62,29.87,1.01,5.3,25.55,92.14,6.95,71.46,8.43,71.7
2021,1,12,13,456.02,761.9,336.5,160.52,28.55,0.89,4.88,25.52,92.05,6.93,71.2,8.47,71.33
2021,1,12,14,431.48,609.75,269.05,259.66,25.33,0.65,3.38,25.43,92,6.76,69.16,8.3,69.45
2021,1,12,15,270.66,406.45,194.27,166.77,15.66,0.29,1.45,24.96,91.99,6.36,66.49,7.92,66.82
2021,1,12,16,122.09,182.7,97.86,95.59,6.45,0.05,0.27,23.57,92.01,5.06,64.46,7.24,64.62
2021,1,12,17,17.37,16.85,15.1,51.86,0.71,0,0.02,21.05,92.06,3.36,63.38,7.04,63.58
2021,1,12,18,0,0,0,0,0,0,0,20.08,92.14,3.35,64.27,7.07,64.34
2021,1,12,19,0,0,0,0,0,0,0,19.66,92.23,3.49,64.87,6.96,65.05
2021,1,12,20,0,0,0,0,0,0,0,19.21,92.27,3.53,66.22,6.65,66.47
2021,1,12,21,0,0,0,0,0,0,0,18.83,92.29,3.63,67.47,6.5,67.75
2021,1,12,22,0,0,0,0,0,0,0,18.26,92.26,3.16,68.07,6,68.31
2021,1,12,23,0,0,0,0,0,0,0,17.83,92.23,3.01,69.03,5.87,69.1
2021,1,13,0,0,0,0,0,0,0,0,17.47,92.18,3.06,71.06,5.91,71.28
2021,1,13,1,0,0,0,0,0,0,0,16.98,92.13,2.71,71.83,5.58,71.89
2021,1,13,2,0,0,0,0,0,0,0,16.54,92.1,2.65,72.31,5.54,72.28
2021,1,13,3,0,0,0,0,0,0,0,16.14,92.08,2.65,73.01,5.43,73.1
2021,1,13,4,0,0,0,0,0,0,0,15.89,92.09,2.75,74.14,5.4,74.29
2021,1,13,5,0,0,0,0,0,0,0,15.7,92.14,3.1,75.54,5.6,75.94
2021,1,13,6,21.74,21.48,19.21,49.38,0.92,0,0.02,16.03,92.2,4.09,77.42,5.93,77.67
2021,1,13,7,186.62,201.85,131.48,208.16,9.16,0.07,0.35,17.62,92.27,5.32,78.31,6.43,78.29
2021,1,13,8,394.8,426.67,210.52,393.55,21.02,0.35,1.73,19.93,92.32,5.72,77.62,6.86,77.91
2021,1,13,9,594.63,623.42,228.59,577.48,33.23,0.78,3.95,22.65,92.31,6.23,76,7.44,76.64
2021,1,13,10,698.94,763.92,295.18,537.98,40.82,1.16,6.12,24.83,92.26,6.47,76.01,7.65,77.13
2021,1,13,11,768.99,848.85,333.59,537.37,46.48,1.45,7.52,26.23,92.18,6.27,78.2,7.36,79.6
2021,1,13,12,787.58,827.17,289.2,616.07,46.16,1.41,7.33,27.05,92.07,5.92,81.12,6.92,82.67
2021,1,13,13,678.48,733.27,309.98,493.44,38.62,1.09,5.7,27.37,91.98,5.55,82.8,6.45,84.3
2021,1,13,14,531.01,574.77,265.43,422.95,28.93,0.67,3.4,27.12,91.94,5.32,82.32,6.21,83.64
2021,1,13,15,345.65,369.83,183.58,351.94,17.7,0.29,1.42,26.23,91.95,5.19,81.26,6.21,82.19
2021,1,13,16,161.2,158.4,98.87,243.64,7.66,0.05,0.27,24.4,92,4.2,79.61,6.19,79.67
2021,1,13,17,18.52,14.83,15.91,58.03,0.77,0,0,20.99,92.07,3.15,78.72,6.91,78.79
2021,1,13,18,0,0,0,0,0,0,0,19.65,92.16,3.44,82.57,7.52,82.54
2021,1,13,19,0,0,0,0,0,0,0,18.91,92.25,3.46,88.32,7.42,88.37
2021,1,13,20,0,0,0,0,0,0,0,18.18,92.3,3.33,94.31,7.1,94.29
2021,1,13,21,0,0,0,0,0,0,0,17.48,92.31,3.12,99.37,6.68,99.29
2021,1,13,22,0,0,0,0,0,0,0,16.73,92.28,2.86,103.12,6.19,103.14
2021,1,13,23,0,0,0,0,0,0,0,16.17,92.23,2.58,105.64,5.59,105.65
2021,1,14,0,0,0,0,0,0,0,0,16.41,92.15,2.31,107.33,4.91,107.48
2021,1,14,1,0,0,0,0,0,0,0,16.33,92.07,2.02,109,4.31,108.83
2021,1,14,2,0,0,0,0,0,0,0,16.14,92.02,1.89,107.54,4.07,107.43
2021,1,14,3,0,0,0,0,0,0,0,15.93,92.01,1.94,104.93,4.14,104.88
2021,1,14,4,0,0,0,0,0,0,0,15.55,92.04,2.11,102.85,4.38,102.87
2021,1,14,5,0,0,0,0,0,0,0,14.99,92.11,2.28,100.66,4.63,100.8
2021,1,14,6,22.48,18.17,19.2,64.65,0.95,0,0.02,15.03,92.19,3.04,96.5,4.71,96.85
2021,1,14,7,176,177.08,105.1,267.87,8.29,0.06,0.3,17.01,92.28,3.7,90.12,4.22,89.79
2021,1,14,8,381.52,393.33,178.02,434.46,19.26,0.32,1.55,20.76,92.34,5.17,81.75,6.32,82.04
2021,1,14,9,568.85,591.1,197.25,585.65,30.67,0.71,3.52,23.33,92.33,6.18,79.73,7.27,80.72
2021,1,14,10,601.85,735.08,216.31,512.94,34.5,0.97,5,24.69,92.27,6.27,80.54,7.3,81.69
2021,1,14,11,715.66,854.05,235.46,591.52,43.65,1.36,7.05,25.53,92.17,5.99,83.26,6.92,84.36
2021,1,14,12,764.05,845.25,276.93,600.71,45.97,1.42,7.38,25.82,92.06,5.56,85,6.38,86.07
2021,1,14,13,624.02,761.77,234.31,520.29,37.56,1.08,5.58,25.94,91.97,5.17,84.36,5.88,85.58
2021,1,14,14,496.02,611.83,226.14,428.15,28.78,0.69,3.48,25.82,91.92,4.83,80.89,5.5,82.25
2021,1,14,15,337.41,410.2,150.28,404.2,18.53,0.3,1.52,25.26,91.92,4.63,77.53,5.41,78.75
2021,1,14,16,180.73,187,93.5,337.77,8.8,0.06,0.33,24.01,91.96,4.01,75.67,5.44,75.96
2021,1,14,17,21.59,17.88,17.57,86.62,0.94,0,0.02,21.27,92.02,2.85,74.74,6.15,74.83
2021,1,14,18,0,0,0,0,0,0,0,20.03,92.1,3.17,79.35,6.92,79.34
2021,1,14,19,0,0,0,0,0,0,0,19.46,92.17,3.31,85.26,7.02,85.28
2021,1,14,20,0,0,0,0,0,0,0,18.9,92.21,3.41,91.31,6.88,91.3
2021,1,14,21,0,0,0,0,0,0,0,18.4,92.21,3.47,96.85,6.61,96.86
2021,1,14,22,0,0,0,0,0,0,0,17.93,92.17,3.41,101.64,6.34,101.74
2021,1,14,23,0,0,0,0,0,0,0,17.76,92.14,3.59,106.31,6.12,106.47
2021,1,15,0,0,0,0,0,0,0,0,17.65,92.09,3.66,109.32,5.78,109.73
2021,1,15,1,0,0,0,0,0,0,0,17.48,92.03,3.45,108.76,5.34,109.23
2021,1,15,2,0,0,0,0,0,0,0,17.28,91.97,3.1,106.42,4.93,106.86
2021,1,15,3,0,0,0,0,0,0,0,17.01,91.95,2.77,103.02,4.67,103.36
2021,1,15,4,0,0,0,0,0,0,0,16.68,91.98,2.67,99.96,4.66,100.33
2021,1,15,5,0,0,0,0,0,0,0,16.44,92.06,3,101.43,5.04,101.71
2021,1,15,6,22.43,20.85,19.33,61.33,0.97,0,0.02,16.66,92.17,3.72,103.6,5.18,103.43
2021,1,15,7,182.2,204.42,103.16,298.84,9.25,0.07,0.35,18.15,92.27,4.39,101.59,5.26,100.88
2021,1,15,8,416.16,434.52,177.02,510.25,22.62,0.38,1.85,20.37,92.34,5.03,97.5,6.04,97.13
2021,1,15,9,613.25,635,189.51,667.07,35.41,0.84,4.17,22.88,92.34,4.99,94.67,5.81,95.24
2021,1,15,10,759.46,778.92,196,748.48,45.34,1.28,6.65,25.26,92.28,4.63,96.2,5.27,97.33
2021,1,15,11,816.94,828.1,203.21,754.52,48.09,1.45,7.52,26.87,92.15,4.2,98.99,4.74,100.44
2021,1,15,12,747.84,826.2,350.42,488.88,44.44,1.37,7.1,27.75,92.01,3.75,99.36,4.19,101.29
2021,1,15,13,627.34,748.62,331.87,393.3,37.46,1.07,5.67,28.12,91.89,3.37,98,3.74,100.11
2021,1,15,14,505.8,603.2,316.7,298.85,29.4,0.7,3.62,28.05,91.84,3.28,96.02,3.62,98.06
2021,1,15,15,336.8,405.17,244.83,197.59,18.83,0.32,1.58,27.27,91.85,3.26,93.99,3.71,95.43
2021,1,15,16,145.49,184.95,117.77,106.34,7.78,0.06,0.3,25.77,91.9,2.74,92.12,4.07,92.53
2021,1,15,17,20.31,18.2,17.98,48.78,0.87,0,0.02,22.73,91.98,2.49,91.8,5.2,91.72
2021,1,15,18,0,0,0,0,0,0,0,21.23,92.08,2.96,96.97,6.49,97.06
2021,1,15,19,0,0,0,0,0,0,0,20.31,92.16,3.45,105.52,7.17,105.49
2021,1,15,20,0,0,0,0,0,0,0,19.43,92.18,3.91,115.03,7.23,114.99
2021,1,15,21,0,0,0,0,0,0,0,18.61,92.16,4.08,121.87,6.99,121.84
2021,1,15,22,0,0,0,0,0,0,0,17.9,92.1,3.93,125.11,6.67,125.18
2021,1,15,23,0,0,0,0,0,0,0,17.34,92.03,3.71,127.38,6.42,127.33
2021,1,16,0,0,0,0,0,0,0,0,17.18,91.96,3.77,129.79,6.07,129.94
2021,1,16,1,0,0,0,0,0,0,0,17.08,91.89,3.78,133.66,5.67,133.72
2021,1,16,2,0,0,0,0,0,0,0,16.91,91.87,3.66,138.03,5.41,138.04
2021,1,16,3,0,0,0,0,0,0,0,16.75,91.89,3.48,140.74,5.18,140.81
2021,1,16,4,0,0,0,0,0,0,0,16.61,91.94,3.38,141.94,5.07,142.02
2021,1,16,5,0,0,0,0,0,0,0,16.46,92.01,3.29,142.23,5.01,142.29
2021,1,16,6,21.45,19.15,18.91,50.5,0.91,0,0.02,16.61,92.1,3.64,139.44,4.95,139.35
2021,1,16,7,179.32,184.2,109.8,262.97,8.66,0.07,0.33,18.03,92.19,4.1,133.38,4.81,132.89
2021,1,16,8,376.86,402.27,179.82,420.13,19.58,0.34,1.62,20.9,92.23,4.34,126.81,5.02,126.34
2021,1,16,9,572.63,600.15,253.3,502.09,31.59,0.76,3.83,24.47,92.22,4.36,118.36,5.03,117.88
2021,1,16,10,727.7,744.15,238.62,648.59,41.11,1.16,6.02,26.68,92.15,4,108.08,4.53,108.28
2021,1,16,11,784.22,851.1,328.84,558.68,46.98,1.48,7.73,27.9,92.04,3.49,99.55,3.86,100.26
2021,1,16,12,744.48,845.08,348.42,485.99,44.63,1.41,7.35,28.62,91.91,3.03,91.62,3.3,92.71
2021,1,16,13,704.52,758.17,301.02,535.43,40.91,1.18,6.25,28.89,91.8,2.83,82.54,3.04,83.81
2021,1,16,14,557.38,594.15,260.13,467.92,30.88,0.73,3.75,28.73,91.76,2.83,75.47,3.06,76.71
2021,1,16,15,357.16,355.15,211.44,311.41,17.38,0.29,1.4,28.06,91.77,2.92,71.76,3.26,72.43
2021,1,16,16,153.52,149.3,107.12,176.34,7.37,0.05,0.27,26.46,91.82,2.59,70.47,3.76,70.47
2021,1,16,17,20.29,15.92,17.39,58.73,0.84,0,0.02,23.37,91.89,2.47,73.11,5.1,73.09
2021,1,16,18,0,0,0,0,0,0,0,22.08,91.98,3.01,80.73,6.5,80.95
2021,1,16,19,0,0,0,0,0,0,0,21.25,92.08,3.53,92.16,7.15,92.44
2021,1,16,20,0,0,0,0,0,0,0,20.26,92.14,3.98,103.41,7.25,103.45
2021,1,16,21,0,0,0,0,0,0,0,19.06,92.15,3.83,110.8,6.91,110.87
2021,1,16,22,0,0,0,0,0,0,0,18.23,92.11,3.76,115.23,6.6,115.23
2021,1,16,23,0,0,0,0,0,0,0,17.58,92.08,3.57,118.81,6.28,118.8
2021,1,17,0,0,0,0,0,0,0,0,17.01,92.02,3.18,121.93,5.87,121.96
2021,1,17,1,0,0,0,0,0,0,0,16.67,91.96,2.88,125.5,5.4,125.64
2021,1,17,2,0,0,0,0,0,0,0,16.47,91.92,2.7,132.31,4.88,132.6
2021,1,17,3,0,0,0,0,0,0,0,16.25,91.92,2.58,140.91,4.51,141.26
2021,1,17,4,0,0,0,0,0,0,0,16,91.95,2.45,148.19,4.28,148.43
2021,1,17,5,0,0,0,0,0,0,0,15.75,92.01,2.33,152.4,4.16,152.62
2021,1,17,6,18.17,15.88,15.64,50.53,0.72,0,0,16,92.09,2.81,153.22,3.95,153.43
2021,1,17,7,138.47,147,110.45,106.02,6.82,0.05,0.27,17.95,92.18,2.87,150.85,3.11,150.34
2021,1,17,8,335.92,351.02,227.13,231.77,16.38,0.28,1.38,22.07,92.24,2.35,120.41,2.62,114.66
2021,1,17,9,472.48,510.17,296.93,275.64,24.11,0.58,2.95,25.18,92.24,2.56,80.51,2.82,79.62
2021,1,17,10,631.87,642.4,321.4,410.99,32.05,0.88,4.6,26.85,92.18,3.12,63.82,3.39,64.32
2021,1,17,11,820.27,859.75,297.8,639.62,48.73,1.56,8.2,27.96,92.08,3.7,57.85,4.01,58.69
2021,1,17,12,819.95,861.08,288.76,650.16,48.67,1.56,8.2,28.55,91.98,4.19,55.95,4.54,56.86
2021,1,17,13,748.75,770.98,263.87,641.44,43.06,1.27,6.6,28.68,91.89,4.52,55.79,4.92,56.66
2021,1,17,14,569.13,617.88,293.51,432.2,31.91,0.79,4.08,28.35,91.86,4.77,56.7,5.29,57.41
2021,1,17,15,373.4,408.67,232.52,299.44,19.88,0.35,1.75,27.48,91.87,5.01,58.59,5.76,59.22
2021,1,17,16,177.49,182.77,121.02,212.7,8.69,0.07,0.35,25.62,91.94,4.66,61.33,6.41,61.53
2021,1,17,17,23.19,19.15,19.9,64.67,0.98,0,0.02,22.2,92.03,3.88,66.63,7.85,66.73
2021,1,17,18,0,0,0,0,0,0,0,20.77,92.14,4.64,75.47,8.6,75.48
2021,1,17,19,0,0,0,0,0,0,0,19.86,92.24,5.05,85.21,8.49,85.41
2021,1,17,20,0,0,0,0,0,0,0,18.76,92.31,4.82,94.18,7.74,94.28
2021,1,17,21,0,0,0,0,0,0,0,17.77,92.3,4.7,102.19,7.25,102.19
2021,1,17,22,0,0,0,0,0,0,0,16.94,92.25,4.44,107.51,6.76,107.49
2021,1,17,23,0,0,0,0,0,0,0,16.45,92.2,4.22,112.29,6.23,112.32
2021,1,18,0,0,0,0,0,0,0,0,16.08,92.12,3.97,117.07,5.65,117.24
2021,1,18,1,0,0,0,0,0,0,0,15.65,92.07,3.48,120.08,5,120.33
2021,1,18,2,0,0,0,0,0,0,0,15.23,92.03,2.93,120.6,4.31,120.84
2021,1,18,3,0,0,0,0,0,0,0,14.84,92.05,2.5,117.53,3.78,118
2021,1,18,4,0,0,0,0,0,0,0,14.51,92.12,2.36,113.17,3.6,113.95
2021,1,18,5,0,0,0,0,0,0,0,14.23,92.2,2.57,112.9,3.79,113.34
2021,1,18,6,16.17,19.95,13.73,49.05,0.73,0,0,14.37,92.29,3.31,117.23,4.21,116.71
2021,1,18,7,198.4,193.9,92.02,402.39,8.87,0.07,0.35,16.38,92.39,4.16,119.26,4.85,118.05
2021,1,18,8,424.63,420.12,138.18,609.62,20.78,0.35,1.73,19.8,92.45,5.03,117.24,5.8,116.57
2021,1,18,9,625.41,620.85,157.05,734.3,32.7,0.78,3.85,22.59,92.44,4.77,112.45,5.39,111.69
2021,1,18,10,767.43,767.67,169.98,789.46,42.05,1.2,6.17,25.01,92.37,4.2,98.02,4.67,97.4
2021,1,18,11,877.7,876.58,123.68,921.07,50.74,1.59,8.38,26.55,92.28,4,78.84,4.41,78.45
2021,1,18,12,870.26,869.02,134.73,897.92,50.02,1.57,8.23,27.44,92.16,4.34,64.17,4.79,64.06
2021,1,18,13,785.6,785.23,142.53,848.04,44.19,1.27,6.55,27.69,92.04,4.82,57.44,5.35,57.52
2021,1,18,14,632.09,628.05,150.51,752.2,33.89,0.81,4.05,27.4,91.99,5.09,56.02,5.72,56.24
2021,1,18,15,424.94,417.5,135.41,612.12,21.03,0.36,1.75,26.62,91.97,5.07,57.02,5.86,57.35
2021,1,18,16,204.08,199.2,87.52,435.05,9.39,0.08,0.38,24.89,92,4.36,58.56,5.98,58.74
2021,1,18,17,24.45,20.08,20.2,81.26,1.05,0,0.02,21.33,92.05,3.16,61.22,6.81,61.29
2021,1,18,18,0,0,0,0,0,0,0,19.9,92.13,3.57,68.15,7.66,68.07
2021,1,18,19,0,0,0,0,0,0,0,19.14,92.23,3.81,77.7,7.79,77.55
2021,1,18,20,0,0,0,0,0,0,0,18.4,92.3,4.13,89.24,7.74,89.02
2021,1,18,21,0,0,0,0,0,0,0,17.65,92.32,4.35,100.34,7.41,100.27
2021,1,18,22,0,0,0,0,0,0,0,16.86,92.27,4.06,110.14,6.89,110.24
2021,1,18,23,0,0,0,0,0,0,0,16.49,92.2,3.99,116.51,6.52,116.63
2021,1,19,0,0,0,0,0,0,0,0,16.3,92.12,3.88,119.46,6.01,119.86
2021,1,19,1,0,0,0,0,0,0,0,16,92.03,3.47,119.79,5.43,120.14
2021,1,19,2,0,0,0,0,0,0,0,15.65,91.99,3.02,115.57,4.91,115.87
2021,1,19,3,0,0,0,0,0,0,0,15.32,92,2.76,109,4.64,109.29
2021,1,19,4,0,0,0,0,0,0,0,15.04,92.06,2.72,104.84,4.63,104.95
2021,1,19,5,0,0,0,0,0,0,0,14.8,92.16,2.71,104.04,4.73,104.06
2021,1,19,6,21.29,16.98,18.35,59.13,0.85,0,0.02,15.08,92.28,3.31,105.48,4.72,105.16
2021,1,19,7,166.67,164.48,105.42,231.59,7.47,0.05,0.27,17.08,92.39,4.14,103.43,4.88,102.21
2021,1,19,8,371.17,373.48,172.77,421.73,17.31,0.28,1.4,20.26,92.46,4.22,94.24,4.86,92.12
2021,1,19,9,568.48,573.55,213.16,556.2,28.16,0.65,3.23,22.81,92.45,3.92,81.06,4.43,79.64
2021,1,19,10,717.91,718.92,219.27,657.62,36.7,1,5.1,24.76,92.39,3.79,66.66,4.27,65.69
2021,1,19,11,891.9,890.98,107.41,956.13,51.92,1.62,8.42,26.23,92.27,3.92,54.57,4.38,54.36
2021,1,19,12,886.6,886.33,112.73,942.23,51.41,1.59,8.33,27.11,92.16,4.1,47.7,4.55,47.99
2021,1,19,13,806.05,805.73,117.33,905.37,45.84,1.31,6.7,27.48,92.05,4.25,44.55,4.72,45.13
2021,1,19,14,657.68,652.2,120.61,835.58,35.76,0.85,4.2,27.32,92,4.38,43.84,4.92,44.36
2021,1,19,15,451.55,444.02,113.09,711.8,22.64,0.38,1.88,26.6,92,4.45,44.72,5.14,45.18
2021,1,19,16,215.29,211.15,82.23,492.21,9.71,0.08,0.38,24.78,92.04,3.71,46.19,5.39,46.47
2021,1,19,17,27.35,23.05,21.34,111.79,1.14,0,0.02,20.92,92.09,2.9,49.58,6.17,49.52
2021,1,19,18,0,0,0,0,0,0,0,19.36,92.17,3.17,56.04,6.9,56.08
2021,1,19,19,0,0,0,0,0,0,0,18.53,92.27,3.22,63.31,7.05,63.26
2021,1,19,20,0,0,0,0,0,0,0,17.73,92.32,3.11,71.7,6.8,71.59
2021,1,19,21,0,0,0,0,0,0,0,16.99,92.33,2.96,81.18,6.43,80.98
2021,1,19,22,0,0,0,0,0,0,0,16.26,92.29,2.81,90.48,6.03,90.52
2021,1,19,23,0,0,0,0,0,0,0,15.53,92.25,2.72,98.27,5.62,98.47
2021,1,20,0,0,0,0,0,0,0,0,14.85,92.19,2.62,103.29,5.1,103.55
2021,1,20,1,0,0,0,0,0,0,0,14.35,92.13,2.46,106.02,4.48,106.41
2021,1,20,2,0,0,0,0,0,0,0,14.16,92.1,2.22,107.41,3.83,107.92
2021,1,20,3,0,0,0,0,0,0,0,14.08,92.1,1.95,108.65,3.23,109.18
2021,1,20,4,0,0,0,0,0,0,0,14.02,92.14,1.71,108.6,2.76,109.15
2021,1,20,5,0,0,0,0,0,0,0,13.86,92.22,1.55,105.51,2.46,105.85
2021,1,20,6,16.16,19.15,13.73,49.09,0.7,0,0,14.34,92.3,1.52,99.75,2.36,100.86
2021,1,20,7,202.15,197.7,89.21,426.71,8.93,0.07,0.35,16.72,92.38,1.82,98.65,1.98,98.61
2021,1,20,8,417.56,410.65,144.32,580.05,19.82,0.34,1.65,20.4,92.45,2.27,79.08,2.83,76.42
2021,1,20,9,620.39,616.33,167.66,707.45,31.89,0.77,3.8,23.95,92.45,3.32,73.02,3.78,75.02
2021,1,20,10,758.05,766,203.12,730.42,40.91,1.18,6.12,25.97,92.38,2.97,81.06,3.33,84.48
2021,1,20,11,874.68,879.73,162.56,865.92,50,1.59,8.38,27.42,92.28,2.33,83.45,2.59,88.1
2021,1,20,12,859.54,878.9,213.16,784.87,49.3,1.58,8.3,28.31,92.15,1.82,75.61,1.98,81.39
2021,1,20,13,766.41,800.3,229.66,703.35,43.83,1.3,6.85,28.72,92.05,1.63,59.51,1.71,65.77
2021,1,20,14,627.15,651.8,211.92,643.47,34.55,0.86,4.35,28.65,92,1.74,46.27,1.78,51.77
2021,1,20,15,431.25,447.52,156.12,575.55,22.18,0.39,1.92,28.05,92.01,1.92,41.21,2.03,45.16
2021,1,20,16,213.83,214.3,89.84,454.65,9.87,0.09,0.42,26.52,92.05,1.88,38.06,2.52,39.85
2021,1,20,17,28.59,24.2,21.88,121.3,1.21,0,0.02,22.46,92.12,2.22,35.54,3.74,35.65
2021,1,20,18,0,0,0,0,0,0,0,20.42,92.2,2.79,40.79,4.89,40.85
2021,1,20,19,0,0,0,0,0,0,0,19.33,92.26,2.97,51.41,5.51,51.44
2021,1,20,20,0,0,0,0,0,0,0,18.48,92.31,2.95,65.47,5.65,65.31
2021,1,20,21,0,0,0,0,0,0,0,17.74,92.32,2.88,80.15,5.51,79.87
2021,1,20,22,0,0,0,0,0,0,0,17.1,92.29,2.79,93.06,5.26,92.64
2021,1,20,23,0,0,0,0,0,0,0,16.53,92.25,2.7,103.88,5.05,103.33
2021,1,21,0,0,0,0,0,0,0,0,15.98,92.19,2.61,112.12,4.75,111.42
2021,1,21,1,0,0,0,0,0,0,0,15.53,92.14,2.47,117.54,4.28,116.66
2021,1,21,2,0,0,0,0,0,0,0,15.27,92.1,2.21,120.82,3.59,119.92
2021,1,21,3,0,0,0,0,0,0,0,15.4,92.09,1.87,123.96,2.85,123.12
2021,1,21,4,0,0,0,0,0,0,0,15.65,92.12,1.56,127.67,2.25,126.67
2021,1,21,5,0,0,0,0,0,0,0,15.81,92.19,1.34,131.22,1.88,130.29
2021,1,21,6,16.54,21.25,14.11,49.09,0.77,0,0.02,16.37,92.27,1.2,133.42,1.72,132.97
2021,1,21,7,205.95,205.33,85.94,452.97,9.34,0.08,0.38,19.22,92.36,1.35,136.88,1.52,135.63
2021,1,21,8,441.78,437.8,121.62,678.64,22.14,0.38,1.9,22.84,92.41,1.17,119.13,1.25,111.6
2021,1,21,9,647.77,642.67,130.61,806.69,34.9,0.85,4.25,26.08,92.4,0.93,101.59,1,105.88
2021,1,21,10,791.52,792.25,137.48,859.06,44.53,1.31,6.77,27.47,92.33,0.67,111.8,0.78,119.39
2021,1,21,11,896.94,897.12,102.35,963.89,52.9,1.72,9.08,28.55,92.22,0.43,113.75,0.53,127.21
2021,1,21,12,896.86,897.92,110.11,952.71,52.87,1.72,9.08,29.31,92.09,0.17,92.6,0.23,132.27
2021,1,21,13,807.55,821.83,103.68,919.38,47.08,1.41,7.35,29.76,91.98,0.28,347.12,0.16,330.95
2021,1,21,14,671.41,674.7,131.34,833.65,37.47,0.95,4.75,29.77,91.92,0.77,350.06,0.68,345.96
2021,1,21,15,472.16,470.08,108.72,756.3,24.47,0.44,2.15,29.19,91.92,1.3,0.35,1.3,358.96
2021,1,21,16,234.34,231.45,76.3,574.48,10.71,0.09,0.45,27.65,91.95,1.64,8.21,2.15,7.95
